item_id,domain,b_orig_response,b_perm_response,shift_k,classification
9696,physics,E,B,9,other
9697,physics,E,E,3,same_letter
9703,physics,E,F,5,other
9706,physics,E,E,6,same_letter
9711,physics,E,E,3,same_letter
9712,physics,E,E,1,same_letter
9713,physics,E,E,7,same_letter
9715,physics,E,D,9,shifted_content
9721,physics,E,E,3,same_letter
9723,physics,E,E,2,same_letter
9726,physics,E,E,7,same_letter
9731,physics,E,E,5,same_letter
9736,physics,C,F,3,shifted_content
9740,physics,E,E,9,same_letter
9743,physics,F,E,8,other
9744,physics,E,E,7,same_letter
9749,physics,E,E,9,same_letter
9751,physics,E,G,3,other
9755,physics,E,F,7,other
9757,physics,E,G,7,other
9758,physics,E,E,9,same_letter
9759,physics,B,G,9,other
9761,physics,E,F,4,other
9764,physics,B,F,4,shifted_content
9765,physics,E,E,9,same_letter
9767,physics,E,G,8,other
9769,physics,G,E,8,shifted_content
9771,physics,E,E,1,same_letter
9773,physics,F,G,5,other
9774,physics,G,F,9,shifted_content
9776,physics,F,F,6,same_letter
9777,physics,E,G,9,other
9778,physics,E,E,8,same_letter
9780,physics,G,G,9,same_letter
9785,physics,E,F,1,shifted_content
9786,physics,E,I,6,other
9789,physics,B,E,3,shifted_content
9795,physics,E,G,5,other
9800,physics,E,E,9,same_letter
9802,physics,F,G,5,other
9804,physics,F,E,3,other
9807,physics,I,E,2,other
9809,physics,F,E,5,other
9817,physics,E,C,9,other
9818,physics,F,E,3,other
9819,physics,I,D,3,other
9824,physics,E,D,3,other
9825,physics,I,D,5,shifted_content
9827,physics,F,C,7,shifted_content
9831,physics,B,B,9,same_letter
9832,physics,H,C,5,shifted_content
9833,physics,E,E,8,same_letter
9837,physics,E,E,6,same_letter
9838,physics,E,F,4,other
9839,physics,E,E,5,same_letter
9843,physics,E,B,4,other
9844,physics,E,E,4,same_letter
9845,physics,G,D,1,other
9849,physics,E,E,7,same_letter
9850,physics,E,E,4,same_letter
9852,physics,G,F,9,shifted_content
9854,physics,G,E,9,other
9856,physics,G,F,9,shifted_content
9861,physics,E,E,3,same_letter
9862,physics,E,E,6,same_letter
9863,physics,E,E,4,same_letter
9864,physics,F,I,6,other
9867,physics,E,E,1,same_letter
9874,physics,E,E,6,same_letter
9875,physics,E,B,6,other
9876,physics,E,E,6,same_letter
9885,physics,F,E,8,other
9889,physics,E,E,8,same_letter
9890,physics,E,E,4,same_letter
9897,physics,E,E,7,same_letter
9902,physics,E,I,9,other
9904,physics,E,E,9,same_letter
9908,physics,E,E,6,same_letter
9911,physics,E,E,5,same_letter
9913,physics,E,E,5,same_letter
9914,physics,A,A,9,same_letter
9920,physics,E,G,3,other
9923,physics,E,E,1,same_letter
9930,physics,E,E,5,same_letter
9939,physics,E,F,2,other
9942,physics,C,A,8,shifted_content
9943,physics,E,D,7,other
9946,physics,F,F,8,same_letter
9949,physics,G,E,9,other
9953,physics,E,G,2,shifted_content
9954,physics,E,E,6,same_letter
9955,physics,G,E,8,shifted_content
9957,physics,E,I,9,other
9958,physics,E,E,9,same_letter
9959,physics,E,E,2,same_letter
9960,physics,E,E,9,same_letter
9962,physics,E,E,9,same_letter
9964,physics,E,E,4,same_letter
9967,physics,E,E,5,same_letter
9968,physics,E,E,7,same_letter
9973,physics,A,C,4,other
9976,physics,E,E,8,same_letter
9981,physics,E,E,5,same_letter
9986,physics,B,E,4,other
9988,physics,E,E,3,same_letter
9994,physics,E,E,9,same_letter
10004,physics,F,G,9,other
10011,physics,F,G,1,shifted_content
10012,physics,I,E,1,other
10014,physics,E,G,8,other
10016,physics,F,E,6,other
10017,physics,E,D,9,shifted_content
10018,physics,E,E,6,same_letter
10020,physics,G,F,9,shifted_content
10021,physics,E,G,4,other
10022,physics,E,E,2,same_letter
10029,physics,G,D,6,other
10032,physics,E,E,5,same_letter
10033,physics,B,J,8,shifted_content
10034,physics,G,E,8,shifted_content
10038,physics,E,F,4,other
10040,physics,E,E,5,same_letter
10041,physics,G,E,1,other
10042,physics,E,E,9,same_letter
10043,physics,E,E,7,same_letter
10049,physics,E,A,2,other
10050,physics,E,D,1,other
10052,physics,E,E,9,same_letter
10058,physics,I,E,7,other
10059,physics,F,E,8,other
10060,physics,E,E,6,same_letter
10063,physics,E,C,8,shifted_content
10069,physics,E,E,2,same_letter
10070,physics,E,E,7,same_letter
10076,physics,E,G,7,other
10079,physics,G,E,4,other
10083,physics,E,G,1,other
10086,physics,F,F,4,same_letter
10089,physics,C,E,6,other
10091,physics,F,G,5,other
10092,physics,E,E,9,same_letter
10095,physics,E,E,8,same_letter
10099,physics,J,G,7,shifted_content
10100,physics,C,F,7,other
10102,physics,E,E,3,same_letter
10105,physics,E,F,4,other
10110,physics,E,B,8,other
10113,physics,E,E,2,same_letter
10116,physics,G,G,7,same_letter
10118,physics,F,G,1,shifted_content
10121,physics,G,F,9,shifted_content
10123,physics,E,E,8,same_letter
10126,physics,G,E,1,other
10135,physics,E,E,5,same_letter
10139,physics,B,F,3,other
10140,physics,F,E,1,other
10143,physics,E,E,6,same_letter
10144,physics,E,G,2,shifted_content
10147,physics,F,G,6,other
10149,physics,F,G,4,other
10150,physics,G,F,9,shifted_content
10151,physics,E,E,3,same_letter
10152,physics,E,E,7,same_letter
10153,physics,E,E,3,same_letter
10155,physics,E,E,1,same_letter
10162,physics,F,B,6,shifted_content
10165,physics,H,B,4,shifted_content
10168,physics,H,C,3,other
10173,physics,C,D,8,other
10180,physics,E,G,7,other
10182,physics,E,E,9,same_letter
10188,physics,E,E,9,same_letter
10190,physics,E,E,4,same_letter
10191,physics,H,B,4,shifted_content
10193,physics,E,E,5,same_letter
10194,physics,E,E,8,same_letter
10195,physics,B,B,4,same_letter
10199,physics,E,E,9,same_letter
10201,physics,D,E,6,other
10206,physics,E,E,7,same_letter
10207,physics,E,E,6,same_letter
10209,physics,D,G,7,other
10211,physics,E,D,3,other
10213,physics,J,E,4,other
10220,physics,E,E,3,same_letter
10226,physics,E,E,8,same_letter
10229,physics,F,G,1,shifted_content
10235,physics,E,B,8,other
10237,physics,E,E,9,same_letter
10240,physics,E,I,4,shifted_content
10241,physics,F,E,3,other
10243,physics,E,E,1,same_letter
10249,physics,E,E,6,same_letter
10250,physics,B,E,8,other
10251,physics,G,E,2,other
10253,physics,C,G,5,other
10255,physics,E,F,7,other
10259,physics,E,E,5,same_letter
10260,physics,E,C,3,other
10261,physics,E,E,1,same_letter
10268,physics,G,E,1,other
10273,physics,F,F,5,same_letter
10274,physics,E,E,5,same_letter
10276,physics,E,E,1,same_letter
10283,physics,E,E,7,same_letter
10286,physics,F,E,9,shifted_content
10287,physics,D,E,5,other
10292,physics,E,E,7,same_letter
10293,physics,B,E,3,shifted_content
10295,physics,E,F,1,shifted_content
10298,physics,E,E,7,same_letter
10299,physics,E,B,7,shifted_content
10307,physics,I,I,5,same_letter
10308,physics,E,E,4,same_letter
10310,physics,E,F,5,other
10311,physics,E,G,5,other
10314,physics,E,E,1,same_letter
10316,physics,G,F,1,other
10317,physics,E,E,4,same_letter
10318,physics,G,E,7,other
10319,physics,E,E,4,same_letter
10320,physics,E,E,6,same_letter
10322,physics,G,E,2,other
10324,physics,G,E,7,other
10326,physics,E,E,5,same_letter
10330,physics,C,C,3,same_letter
10333,physics,D,C,5,other
10335,physics,H,I,1,shifted_content
10336,physics,G,E,6,other
10337,physics,B,C,6,other
10340,physics,E,I,8,other
10344,physics,E,F,6,other
10345,physics,I,I,3,same_letter
10346,physics,E,E,8,same_letter
10348,physics,E,E,7,same_letter
10349,physics,E,G,7,other
10350,physics,E,E,3,same_letter
10352,physics,E,E,7,same_letter
10353,physics,E,G,8,other
10354,physics,E,E,1,same_letter
10355,physics,A,I,9,other
